Year,Organization,Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ)
2023,County of Bruce,17364,83.3
2023,County of Bruce,519479.9,2939.6
2023,County of Bruce,4926,Not Available
2023,County of Bruce,25800,407.7
2023,County of Bruce,59161,150
2023,County of Bruce,13513,Not Available
2023,County of Bruce,Not Available,337.9
2023,County of Bruce,30553,Not Available
2023,County of Dufferin,916902.2,2232.4
2023,County of Dufferin,54106.8,1210.7
2023,County of Dufferin,253920.7,1337.8
2023,County of Dufferin,14998.1,341.5
2023,County of Dufferin,6477.8,Not Available
2023,County of Dufferin,534.3,Not Available
2023,County of Dufferin,330167.3,Not Available
2023,County of Dufferin,23112,821
2023,County of Dufferin,15057.3,141.4
2023,County of Dufferin,52286.6,389.1
2023,County of Dufferin,3207.6,Not Available
2023,County of Essex,40614.4,395.4
2023,County of Essex,55414,403.9
2023,County of Essex,32287,343.6
2023,County of Essex,45120,346.9
2023,County of Essex,96301.5,915.7
2023,County of Essex,81971.6,560.3
2023,County of Essex,97493.6,1143.1
2023,County of Essex,51660,473.7
2023,County of Essex,15621.6,204
2023,County of Essex,2182138.1,14823.8
2023,County of Essex,1431132.5,3551.5
2023,County of Essex,41802,247.8
2023,County of Essex,238258.6,2628.1
2023,County of Essex,30538,249.1
2023,County of Essex,211378.9,675.5
2023,County of Essex,46641.4,406.7
2023,County of Essex,52229.4,421.1
2023,County of Essex,Not Available,434.5
2023,County of Essex,21637.1,239
2023,County of Essex,39831.9,89
2023,County of Frontenac,137213,450.1
2023,County of Frontenac,57051,293.3
2023,County of Frontenac,48685,337.4
2023,County of Frontenac,15698,Not Available
2023,County of Frontenac,8946,Not Available
2023,County of Frontenac,146483.9,480.5
2023,County of Frontenac,60192,Not Available
2023,County of Frontenac,24010,Not Available
2023,County of Frontenac,8022,Not Available
2023,County of Frontenac,1579420.7,5152
2023,County of Grey,Not Available,42.8
2023,County of Grey,Not Available,71.6
2023,County of Grey,Not Available,51.2
2023,County of Grey,Not Available,67.2
2023,County of Grey,Not Available,60.6
2023,County of Grey,Not Available,59.5
2023,County of Grey,Not Available,99.7
2023,County of Grey,Not Available,48
2023,County of Grey,Not Available,75.3
2023,County of Grey,Not Available,42.1
2023,County of Grey,Not Available,71.8
2023,County of Grey,Not Available,69.6
2023,County of Grey,Not Available,45
2023,County of Grey,Not Available,51.6
2023,County of Grey,Not Available,60.3
2023,County of Grey,Not Available,46.1
2023,County of Grey,31125.1,Not Available
2023,County of Grey,64937,963.5
2023,County of Grey,60958.9,754.4
2023,County of Grey,Not Available,60
2023,County of Grey,Not Available,36.1
2023,County of Grey,Not Available,80.4
2023,County of Grey,Not Available,53.3
2023,County of Grey,Not Available,65.7
2023,County of Grey,Not Available,39.7
2023,County of Grey,Not Available,64.6
2023,County of Grey,Not Available,42.1
2023,County of Grey,Not Available,44.7
2023,County of Grey,Not Available,57.7
2023,County of Grey,Not Available,58.7
2023,County of Grey,Not Available,71.4
2023,County of Grey,Not Available,78.7
2023,County of Grey,Not Available,52.8
2023,County of Grey,Not Available,46.2
2023,County of Grey,Not Available,51.5
2023,County of Grey,Not Available,69.4
2023,County of Grey,Not Available,62.8
2023,County of Grey,Not Available,64.9
2023,County of Grey,210832.5,657.6
2023,County of Grey,102352,133.3
2023,County of Grey,655166.4,1838.7
2023,County of Grey,22586.3,532.8
2023,County of Grey,59656.6,148.1
2023,County of Grey,Not Available,128.5
2023,County of Grey,Not Available,53.9
2023,County of Grey,Not Available,62.2
2023,County of Grey,23711.7,94.4
2023,County of Grey,48289.7,573
2023,County of Grey,74902.4,525.1
2023,County of Grey,63800.4,249.9
2023,County of Grey,168682.2,496.2
2023,County of Grey,153766,305.5
2023,County of Grey,Not Available,112.2
2023,County of Grey,Not Available,63.4
2023,County of Grey,Not Available,77.2
2023,County of Grey,Not Available,60.1
2023,County of Grey,Not Available,35
2023,County of Grey,162365,869.6
2023,County of Grey,70906.3,798.1
2023,County of Grey,251828,336.3
2023,County of Grey,Not Available,54.9
2023,County of Grey,Not Available,50
2023,County of Grey,Not Available,57.1
2023,County of Grey,424962.5,874.7
2023,County of Grey,229400.2,424.8
2023,County of Grey,15170,312.9
2023,County of Grey,73232.8,395.1
2023,County of Grey,203527.9,720.8
2023,County of Grey,120002.3,408.5
2023,County of Grey,186977.5,1073.5
2023,County of Grey,149508.9,513.2
2023,County of Grey,43740,421.9
2023,County of Grey,642396,4671
2023,County of Grey,715287.4,1242.4
2023,County of Grey,49764,346.4
2023,County of Grey,Not Available,94.3
2023,County of Grey,Not Available,56.8
2023,County of Grey,Not Available,88.8
2023,County of Grey,133487.8,486.3
2023,County of Grey,203775.8,961.8
2023,County of Grey,1555248.7,8451.3
2023,County of Grey,Not Available,43.2
2023,County of Grey,Not Available,44.6
2023,County of Grey,Not Available,70.2
2023,County of Grey,Not Available,69.8
2023,County of Grey,Not Available,79.5
2023,County of Grey,Not Available,52.2
2023,County of Grey,308709,Not Available
2023,County of Grey,811437.4,9220.1
2023,County of Grey,163581.1,655.5
2023,County of Grey,770158.5,7790.7
2023,County of Grey,Not Available,67.8
2023,County of Grey,Not Available,67.3
2023,County of Grey,Not Available,71.7
2023,County of Grey,Not Available,83.4
2023,County of Grey,Not Available,68.6
2023,County of Grey,365010.2,368.3
2023,County of Grey,175227,1296
2023,County of Grey,37676.1,440.7
2023,County of Grey,Not Available,33.6
2023,County of Grey,Not Available,63.9
2023,County of Grey,Not Available,50.5
2023,County of Grey,Not Available,Not Available
2023,County of Grey,Not Available,54
2023,County of Grey,Not Available,49.9
2023,County of Grey,Not Available,64.6
2023,County of Grey,Not Available,50.1
2023,County of Grey,Not Available,83.8
2023,County of Grey,Not Available,43.9
2023,County of Grey,Not Available,55.2
2023,County of Grey,Not Available,63.8
2023,County of Grey,Not Available,64.1
2023,County of Grey,Not Available,70.7
2023,County of Grey,Not Available,66.3
2023,County of Grey,Not Available,75.4
2023,County of Grey,Not Available,70.5
2023,County of Grey,Not Available,48.2
2023,County of Grey,Not Available,51.2
2023,County of Grey,Not Available,78.1
2023,County of Grey,Not Available,47.1
2023,County of Grey,398966.6,720.6
2023,County of Grey,174439.3,446.9
2023,County of Grey,Not Available,51.6
2023,County of Grey,Not Available,Not Available
2023,County of Grey,Not Available,66.7
2023,County of Grey,Not Available,45.7
2023,County of Grey,Not Available,56.6
2023,County of Grey,Not Available,43.5
2023,County of Grey,Not Available,63.1
2023,County of Grey,Not Available,64.9
2023,County of Grey,Not Available,85
2023,County of Grey,Not Available,105.1
2023,County of Grey,Not Available,Not Available
2023,County of Grey,Not Available,66.3
2023,County of Grey,Not Available,79.3
2023,County of Grey,Not Available,39.7
2023,County of Grey,Not Available,55.3
2023,County of Grey,Not Available,51.3
2023,County of Grey,Not Available,53.5
2023,County of Grey,Not Available,66.8
2023,County of Grey,Not Available,61.2
2023,County of Grey,Not Available,66.3
2023,County of Grey,Not Available,56.8
2023,County of Grey,Not Available,54.9
2023,County of Haliburton,52040,Not Available
2023,County of Haliburton,10392,Not Available
2023,County of Haliburton,44970,Not Available
2023,County of Haliburton,89740,Not Available
2023,County of Haliburton,34088,Not Available
2023,County of Haliburton,30826,Not Available
2023,County of Haliburton,12179,Not Available
2023,County of Haliburton,5337,Not Available
2023,County of Huron,3631,Not Available
2023,County of Huron,83759,402.8
2023,County of Huron,122093,Not Available
2023,County of Huron,22168,204.5
2023,County of Huron,18358,369.8
2023,County of Huron,351797.9,1861.6
2023,County of Huron,25627,233.1
2023,County of Huron,47330,481.3
2023,County of Huron,303979,2131.7
2023,County of Huron,18156,217.4
2023,County of Huron,21287,Not Available
2023,County of Huron,748680.9,6241.4
2023,County of Huron,1138765.6,9878.1
2023,County of Huron,198425.9,1944.4
2023,County of Huron,17195,158.9
2023,County of Huron,15910,176.1
2023,County of Huron,60408,Not Available
2023,County of Lambton,21444.2,388.9
2023,County of Lambton,53011.8,261
2023,County of Lambton,12043.3,144.3
2023,County of Lambton,10097.8,168
2023,County of Lambton,12480.3,154.9
2023,County of Lambton,38994.2,679
2023,County of Lambton,303967,1857
2023,County of Lambton,116652.6,854.4
2023,County of Lambton,81510.5,Not Available
2023,County of Lambton,35995.4,559.6
2023,County of Lambton,21000.1,Not Available
2023,County of Lambton,58752.9,133.1
2023,County of Lambton,490139.1,500.5
2023,County of Lambton,16427.8,119.2
2023,County of Lambton,15733.1,224.8
2023,County of Lambton,11888.1,133.4
2023,County of Lambton,343558,2819.1
2023,County of Lambton,226609,1470.7
2023,County of Lambton,1728726,10497.5
2023,County of Lambton,1329547.8,8560.9
2023,County of Lambton,941235.7,4810.8
2023,County of Lambton,29872,990.8
2023,County of Middlesex,590070.2,1167.7
2023,County of Middlesex,100920.5,1380.5
2023,County of Middlesex,26180.7,162.8
2023,County of Middlesex,564449,4490.4
2023,County of Middlesex,17212.7,145.8
2023,County of Middlesex,20034.7,180.4
2023,County of Middlesex,13075,107.9
2023,County of Middlesex,Not Available,70.6
2023,County of Middlesex,15610.4,188
2023,County of Middlesex,42736.7,652.9
2023,County of Middlesex,22780,225
2023,County of Middlesex,26753.1,249.6
2023,County of Middlesex,184529.3,1207.4
2023,County of Middlesex,27536.1,567.3
2023,County of Middlesex,31964.9,516.7
2023,County of Middlesex,143834.5,Not Available
2023,County of Middlesex,28515.3,328.1
2023,County of Middlesex,1621.5,Not Available
2023,County of Middlesex,7855.8,337.6
2023,County of Oxford,8549,Not Available
2023,County of Oxford,13113,Not Available
2023,County of Oxford,6261,Not Available
2023,County of Oxford,117918,Not Available
2023,County of Oxford,15385,Not Available
2023,County of Oxford,13345,Not Available
2023,County of Oxford,49932,Not Available
2023,County of Oxford,4585,Not Available
2023,County of Oxford,17833,Not Available
2023,County of Oxford,4836,Not Available
2023,County of Oxford,17312,Not Available
2023,County of Oxford,301960,Not Available
2023,County of Oxford,3800,Not Available
2023,County of Oxford,210808,Not Available
2023,County of Oxford,121412,349.8
2023,County of Oxford,25472,165.5
2023,County of Oxford,15580,109.1
2023,County of Oxford,0,Not Available
2023,County of Oxford,53574,Not Available
2023,County of Oxford,15161,303.2
2023,County of Oxford,228571,Not Available
2023,County of Oxford,11900,Not Available
2023,County of Oxford,455347,Not Available
2023,County of Oxford,253726,Not Available
2023,County of Oxford,11976,Not Available
2023,County of Oxford,35255,Not Available
2023,County of Oxford,3490,Not Available
2023,County of Oxford,88414,357.3
2023,County of Oxford,35034,Not Available
2023,County of Oxford,16931,Not Available
2023,County of Oxford,61932,467.4
2023,County of Oxford,20495,Not Available
2023,County of Oxford,138096,Not Available
2023,County of Oxford,47068,Not Available
2023,County of Oxford,181200,10.3
2023,County of Oxford,36266,283.2
2023,County of Oxford,35835,201.3
2023,County of Oxford,165408,Not Available
2023,County of Oxford,238776,Not Available
2023,County of Oxford,24373,Not Available
2023,County of Oxford,43880,Not Available
2023,County of Oxford,24515,Not Available
2023,County of Oxford,61479,Not Available
2023,County of Oxford,702,Not Available
2023,County of Oxford,61611,Not Available
2023,County of Oxford,92986,Not Available
2023,County of Oxford,127370,Not Available
2023,County of Oxford,88928,Not Available
2023,County of Oxford,65017,Not Available
2023,County of Oxford,325347,Not Available
2023,County of Oxford,199428,Not Available
2023,County of Oxford,20998,Not Available
2023,County of Oxford,218272,Not Available
2023,County of Oxford,20822,Not Available
2023,County of Oxford,10247,160.8
2023,County of Oxford,55137,Not Available
2023,County of Oxford,46629,397.4
2023,County of Oxford,42403,293.8
2023,County of Oxford,66722,Not Available
2023,County of Oxford,49460,Not Available
2023,County of Oxford,73738,Not Available
2023,County of Oxford,266918,Not Available
2023,County of Oxford,28480,Not Available
2023,County of Oxford,4922,Not Available
2023,County of Oxford,46966,Not Available
2023,County of Oxford,20328,Not Available
2023,County of Oxford,1578148.8,3643.2
2023,County of Oxford,6059,Not Available
2023,County of Oxford,29156,Not Available
2023,County of Oxford,7975,Not Available
2023,County of Oxford,20368,Not Available
2023,County of Oxford,267913,Not Available
2023,County of Oxford,56576,Not Available
2023,County of Oxford,58600,Not Available
2023,County of Oxford,32901,Not Available
2023,County of Oxford,78315,225.4
2023,County of Oxford,72697,Not Available
2023,County of Oxford,653159.9,1407.7
2023,County of Oxford,28419,261.7
2023,County of Oxford,365721,1335.1
2023,County of Oxford,14356,Not Available
2023,County of Oxford,207388,95.3
2023,County of Oxford,9385,Not Available
2023,County of Oxford,20146,Not Available
2023,County of Oxford,958,Not Available
2023,County of Oxford,205673,304
2023,County of Oxford,75169,Not Available
2023,County of Oxford,1076,Not Available
2023,County of Oxford,3528,Not Available
2023,County of Oxford,176433.9,419.2
2023,County of Oxford,245529,1094.8
2023,County of Oxford,165785,398.9
2023,County of Oxford,325126,317.1
2023,County of Oxford,77191,491.8
2023,County of Oxford,26754,173
2023,County of Oxford,354495,240.1
2023,County of Oxford,225116,644.4
2023,County of Oxford,984026.8,Not Available
2023,County of Oxford,18266,Not Available
2023,County of Oxford,148558.9,Not Available
2023,County of Oxford,85796,Not Available
2023,County of Oxford,19256,88.2
2023,County of Oxford,208121,109.4
2023,County of Oxford,1297690.4,Not Available
2023,County of Oxford,699715.9,Not Available
2023,County of Oxford,243636,Not Available
2023,County of Oxford,914059.9,431.9
2023,County of Oxford,13772,Not Available
2023,County of Oxford,13680,Not Available
2023,County of Oxford,33406,800
2023,County of Oxford,445610,2909.4
2023,County of Oxford,1859507.9,15909.5
2023,County of Oxford,3037437.2,7422.4
2023,County of Oxford,513873,1483.1
2023,County of Oxford,341031.9,240.4
2023,County of Oxford,240048,170
2023,County of Oxford,283708.9,168.1
2023,County of Oxford,247131,584.8
2023,County of Oxford,315796,2040.9
2023,County of Oxford,30448,668.9
2023,County of Oxford,16621,Not Available
2023,County of Oxford,191667,Not Available
2023,County of Oxford,5363,Not Available
2023,County of Oxford,369744,Not Available
2023,County of Oxford,19514,Not Available
2023,County of Oxford,1963,Not Available
2023,County of Oxford,61478,198.7
2023,County of Oxford,269001,Not Available
2023,County of Oxford,75110,230.9
2023,County of Oxford,53534,Not Available
2023,County of Oxford,1913307.9,83.3
2023,County of Oxford,33059,Not Available
2023,County of Oxford,55131,Not Available
2023,County of Oxford,399329,2271.4
2023,County of Oxford,1303,Not Available
2023,County of Oxford,3953,1222.5
2023,County of Oxford,5323,448.2
2023,County of Oxford,31543,Not Available
2023,County of Oxford,76877,554.2
2023,County of Oxford,3263,1743
2023,County of Oxford,3190,Not Available
2023,County of Oxford,38064,Not Available
2023,County of Oxford,171612,Not Available
2023,County of Oxford,23177,Not Available
2023,County of Perth,168630.7,1217.2
2023,County of Perth,25697.3,127.6
2023,County of Perth,73260.7,937.3
2023,County of Perth,41412.7,Not Available
2023,County of Perth,32479.1,385.8
2023,County of Perth,14639.4,39.6
2023,County of Perth,31777,117.3
2023,County of Perth,26593.1,244.7
2023,County of Perth,12459,251.1
2023,County of Perth,29152.9,199.3
2023,County of Perth,193029.7,1162.9
2023,County of Perth,134828.3,415.4
2023,Dryden Regional Health Centre,0,24224.2
2023,Dunnville Haldimand War Memorial Hospital,2271343.6,11580.9
2023,Durham College & University of Ontario Institute of Technology,36043,89.4
2023,Durham College & University of Ontario Institute of Technology,635714,3640.1
2023,Durham College & University of Ontario Institute of Technology,254787.9,144.7
2023,Durham College & University of Ontario Institute of Technology,88201,50.1
2023,Durham College & University of Ontario Institute of Technology,488714.9,1972.9
2023,Durham College & University of Ontario Institute of Technology,683093.9,2757.6
2023,Durham College & University of Ontario Institute of Technology,3231806.1,13046.7
2023,Durham College & University of Ontario Institute of Technology,842425.9,1145.1
2023,Durham College & University of Ontario Institute of Technology,43520,59.1
2023,Durham College & University of Ontario Institute of Technology,371254.9,504.6
2023,Durham College & University of Ontario Institute of Technology,48499,65.9
2023,Durham College & University of Ontario Institute of Technology,178373.9,242.5
2023,Durham College & University of Ontario Institute of Technology,171892.9,233.7
2023,Durham College & University of Ontario Institute of Technology,131849,179.2
2023,Durham College & University of Ontario Institute of Technology,83994,114.2
2023,Durham College & University of Ontario Institute of Technology,1411111,1918.1
2023,Durham College & University of Ontario Institute of Technology,23820,32.4
2023,Durham College & University of Ontario Institute of Technology,147256.9,200.1
2023,Durham College & University of Ontario Institute of Technology,386319,525.1
2023,Durham College & University of Ontario Institute of Technology,1371827.5,3400.9
